Date,Slope,R2
2021-08-01,0.8620201901560364,0.9673757129486151
2021-08-02,0.8790635061253669,0.9519406760009591
2021-08-03,1.1690668912572069,0.9717126838278191
2021-08-04,1.2493397588251751,0.9695671702436733
2021-08-05,1.2523629004085377,0.9554207016676264
2021-08-06,0.9722551426207509,0.962961236948235
2021-08-07,1.0465035888168526,0.9495728269831679
2021-08-08,1.0616610184298507,0.9545074963932905
2021-08-09,1.3185584860800887,0.9654302443435614
2021-08-10,1.0493701473543375,0.9588719802149008
2021-08-11,0.7824225343557258,0.9796392315262595
2021-08-12,0.7514168688306635,0.9599124400970045
2021-08-13,0.8271595064606136,0.9764875088725201
2021-08-14,0.8377276231247561,0.9587980038694487
2021-08-15,0.9058199247770273,0.944968801781007
2021-08-16,1.0280530578871934,0.9574092613639688
2021-08-17,0.9205464485582847,0.9771962543179628
2021-08-18,0.8758950023975053,0.9750196332551685
2021-08-19,0.9232397762350608,0.9704549482620038
2021-08-20,1.0089030293768857,0.9676323195490663
2021-08-21,1.0008196588801594,0.9817678709877223
2021-08-22,1.4249679284322965,0.9483490412373482
2021-08-23,1.2322131229602329,0.9880875224116094
2021-08-24,0.9210344114260998,0.9695849118084169
2021-08-25,0.8349406639220156,0.9611888158419356
2021-08-26,0.8077793101219287,0.9297855292685246
2021-08-27,0.8318542381237839,0.9750179508349137
2021-08-28,0.9716896626198409,0.3742458390480621
2021-08-29,1.2054933248446784,0.9624504721832436
2021-08-30,0.9023105563975948,0.9740434139163467
2021-08-31,0.9629385711419787,0.9204372293093994
2021-09-01,1.0380459977855234,0.9876162551846623
2021-09-02,0.9334786550389972,0.9170650829493047
2021-09-03,0.8684498363894624,0.9343997212018207
2021-09-04,1.0470071363002076,0.9241235054268216
2021-09-05,0.8771877989865025,0.9525100075849068
2021-09-06,0.9962383550655223,0.9651369858084639
2021-09-07,1.1513336064368302,0.9775638782123891
2021-09-08,0.8571661161475064,0.9439197042519278
2021-09-09,0.976569153078285,0.9769459292096294
2021-09-10,0.7993947604992271,0.9048098910850795
2021-09-11,0.9732783036896118,0.9372567828935103
2021-09-12,0.9884070812338215,0.9753062668224532
2021-09-13,0.8704075241441874,0.8891698957052171
2021-09-14,1.0236839891135938,0.9103426258626892
2021-09-15,0.8627208302451034,0.9746904322659483
2021-09-16,1.3385793433527295,0.9429719747444134
2021-09-17,1.0798789914966849,0.9812017149556493
2021-09-18,1.0223631873647125,0.9527951330682904
2021-09-19,1.122347507516809,0.940281941138924
2021-09-20,1.0398664481930113,0.9470794579643532
2021-09-21,1.0753961764841964,0.9173283550451955
2021-09-22,0.9431918788633716,0.9835450293205427
2021-09-23,0.9542304584215676,0.9354371829746565
2021-09-24,0.8878284171705954,0.9693129652170276
2021-09-25,1.036142148948291,0.9246048438417324
2021-09-26,0.7874405026221042,0.9713481424904646
2021-09-27,0.986471023437739,0.9794781659313061
2021-09-28,0.9045987975318733,0.9803875675021265
2021-09-29,0.9714336563618209,0.9032739646632753
2021-09-30,0.8303534019925052,0.9791580764628984
2021-10-01,0.9855486909031207,0.8975367694077536
2021-10-02,0.962281085005043,0.9261702059263031
2021-10-03,0.7729603267780308,0.9363565777764379
2021-10-04,1.0669271890869394,0.9440908461506549
2021-10-05,1.0836976381326053,0.9644519770261649
2021-10-06,0.8380246405024669,0.9005839317349719
2021-10-07,0.8980802993334501,0.9077965677090918
2021-10-08,1.0399574774387081,0.9029428724435178
2021-10-09,0.9074295751466258,0.7801009145776183
2021-10-10,0.9801415961951518,0.9424205220135436
2021-10-11,0.8985100227195364,0.9094744488088798
2021-10-12,0.8866505104518567,0.8861342810366066
2021-10-13,0.9303529047986362,0.9343708776468805
2021-10-14,0.9576781269383278,0.947455504304903
2021-10-15,1.0218282843915367,0.9722346487986014
2021-10-16,0.8338263277433905,0.9637372637242444
2021-10-17,0.9672571419919662,0.9914005398428041
2021-10-18,0.9287058212732021,0.9349706634530204
2021-10-19,0.9157292061557383,0.980407142531232
2021-10-20,0.9206312705746235,0.9543301423872603
2021-10-21,0.8053612034431419,0.9300962546861139
2021-10-22,0.7787869027334305,0.8637719861608537
2021-10-23,0.6989709091153388,0.7106652978111808
2021-10-24,0.8035900657190913,0.9329731135612177
2021-10-25,0.8796443365847648,0.9508919513211003
2021-10-26,0.764211223318687,0.9630728448565623
2021-10-27,0.9198563452047492,0.924505187860528
2021-10-28,0.8982729062277981,0.9240570518174201
2021-10-29,1.0587843056032396,0.8704483559719295
2021-10-30,0.8647984535928621,0.9573856351965349
2021-10-31,0.9353181441954427,0.9403533708687466
2021-11-01,0.9061310284660803,0.9606249609764279
2021-11-02,0.9466633432814446,0.8997402484698561
2021-11-03,0.880967918276899,0.9338494673134029
2021-11-04,0.7930749755965327,0.8784697633737997
2021-11-05,0.7802609726634078,0.9201224613607408
2021-11-06,0.7461005624634798,0.9172856740608272
2021-11-07,,
2021-11-08,0.7574001610868598,0.8506778258254222
2021-11-09,0.7527486403589742,0.8713823424302173
2021-11-10,0.915267827805805,0.9413254053653207
2021-11-11,0.9150089959126463,0.9419456256994497
2021-11-12,0.9011480283173762,0.9854952118040708
2021-11-13,0.7461090219842469,0.9305743762222921
2021-11-14,0.8847753806507724,0.9275891987723454
2021-11-15,0.885788803686073,0.9186694664228101
2021-11-16,0.7293713502828229,0.9455050511546904
2021-11-17,0.9657219438697019,0.9306907716942849
2021-11-18,0.6786621832129209,0.8253718882852652
2021-11-19,0.789928817290838,0.9385652165098636
2021-11-20,0.7530287552967218,0.9311345285084356
2021-11-21,0.6760313028194024,0.9668426076422366
2021-11-22,0.8281630615325634,0.9748030685917694
2021-11-23,0.7063536439949316,0.9295611548444351
2021-11-24,0.7024990961774894,0.9386609128877661
2021-11-25,0.9976522167769072,0.9015308156164581
2021-11-26,0.988429867715171,0.9779441608611699
2021-11-27,0.7112798439870123,0.9566131456757906
2021-11-28,0.8282757075983329,0.9333125201614597
2021-11-29,0.8137154173858105,0.955446379924723
2021-11-30,0.9529843353318695,0.9623633455095386
2021-12-01,0.7924633479295601,0.9469016352143798
2021-12-02,0.6998025227373226,0.7324766167924405
2021-12-03,0.7309383629566019,0.9523486402847308
2021-12-04,0.9417806178262547,0.9471320290418663
2021-12-05,0.8118981484987887,0.9585322578639582
2021-12-06,0.8016112699149912,0.9318824561370189
2021-12-07,0.7805105119616826,0.9818856097885148
2021-12-08,0.9795974416522198,0.9785857775768206
2021-12-09,0.8621444594174523,0.9732209452337189
2021-12-10,0.9058564246903246,0.9371873305602577
2021-12-11,0.7107981447795434,0.9382194887769741
2021-12-12,0.8353745835530193,0.9793727172955546
2021-12-13,0.8082164737881882,0.9812810216022371
2021-12-14,1.0079758290547474,0.9274714951679613
2021-12-15,0.8779988389465211,0.9706457965238887
2021-12-16,0.7933273218240754,0.9444360396977245
2021-12-17,0.8087198459878573,0.9630722558768252
2021-12-18,0.7354420198432651,0.9317684995974668
2021-12-19,0.45407961619661524,0.9318292159938574
2021-12-20,0.5652871218495215,0.9017933156352014
2021-12-21,0.7733526570212687,0.9087110137483051
2021-12-22,0.6775001290009217,0.9556541402038564
2021-12-23,0.5522325080938987,0.9273230457271073
2021-12-24,0.7485135576843511,0.9413624998816671
2021-12-25,1.0860851686274415,0.9622277097293005
2021-12-26,0.5913143977527252,0.892554043799531
2021-12-27,0.8986784464047834,0.9828378321839211
2021-12-28,0.7807744580906477,0.9553794957243509
2021-12-29,1.1223367091184169,0.9835839860712999
2021-12-30,0.9516689809467548,0.9905625876428371
2021-12-31,0.9215501467917906,0.9763278193422993
2022-01-01,0.7049163514835829,0.9548473349771197
2022-01-02,0.6083829473198547,0.9677128444214543
2022-01-03,0.9818262482975841,0.9668238017739661
2022-01-04,0.8331349974083095,0.9546440919254964
2022-01-05,0.8712611458184435,0.9881712222561755
2022-01-06,0.9091847049199006,0.9515994278571591
2022-01-07,0.34213078471158737,0.7423062083703758
2022-01-08,0.6223938369053909,0.8977114241924342
2022-01-09,0.5458518509854664,0.8811823878866772
2022-01-10,0.5690716447368587,0.9455796547049723
2022-01-11,0.6539747827685671,0.9519157892321409
2022-01-12,0.6921492073255624,0.7001541452636644
2022-01-13,0.8293311409008421,0.9392348293555224
2022-01-14,0.4599915118456213,0.7001113657719958
2022-01-15,0.3497457454731544,0.8982022074241622
2022-01-16,0.5197648691747014,0.661475022228071
2022-01-17,0.7675187129262956,0.8203394665733852
2022-01-18,0.30676761156704235,0.6512539553053007
2022-01-19,0.9290549811325779,0.7183970723678346
2022-01-20,0.8020831950670786,0.9355666614140998
2022-01-21,0.5752135977841907,0.7949044856060141
2022-01-22,0.6378278684968303,0.6195706010734301
2022-01-23,0.8308920099904744,0.9093639639524959
2022-01-24,0.6937305286168242,0.9131060097137675
2022-01-25,0.7416349333439357,0.9601203935790483
2022-01-26,0.5235411818029088,0.8516162054635927
2022-01-27,0.5343915956942973,0.8732804116930758
2022-01-28,0.706463772649049,0.855251280209688
2022-01-29,0.40761916306954954,0.857573226488164
2022-01-30,0.5901965661784591,0.9507754240666811
2022-01-31,0.5986091314100291,0.9456985771086767
2022-02-01,0.8698844813620971,0.7562855078899041
2022-02-02,0.6564002410456798,0.9704990304399371
2022-02-03,1.0418282909398973,0.9440287237613959
2022-02-04,0.7760850185241317,0.956559980482859
2022-02-05,0.9519404423979104,0.9353634690970625
2022-02-06,0.5875394404547291,0.8831084757484104
2022-02-07,0.7335185188979235,0.9109547068781642
2022-02-08,1.192751806122025,0.9547608315539012
2022-02-09,0.8712770039280944,0.9445669490205268
2022-02-10,0.7255253960534042,0.6133987589051386
2022-02-11,0.7939779823142864,0.8762175918883854
2022-02-12,0.9259267042230597,0.911661656117327
2022-02-13,0.6534877794108469,0.9613541407207812
2022-02-14,0.6334588651825268,0.9098680527464723
2022-02-15,0.5762148342044935,0.7828097932237899
2022-02-16,0.9044300081400848,0.8715876991597414
2022-02-17,0.7669122750603248,0.9330845359364104
2022-02-18,0.6686885383631965,0.9031698083964038
2022-02-19,0.7448079686350884,0.9502231740037363
2022-02-20,0.6543466517884813,0.8707216338169051
2022-02-21,0.7599189940971685,0.920086876709523
2022-02-22,0.9871470239750091,0.9676263800018354
2022-02-23,0.7652220712397604,0.905205663903182
2022-02-24,0.6607676339840162,0.8242827380082247
2022-02-25,0.6616884445234332,0.9692465602128524
2022-02-26,0.8934818985029784,0.9455557999696981
2022-02-27,0.6862608273680454,0.9762871952937614
2022-02-28,0.7108840883178766,0.9650909692618561
2022-03-01,1.0736983016360748,0.8890962539814282
2022-03-02,0.9082416994443904,0.948843434779154
2022-03-03,0.43559694686311284,0.278976516631173
2022-03-04,0.7189415864826451,0.8182598616460576
2022-03-05,0.976249021364901,0.8304279160075988
2022-03-06,0.6797003355411974,0.8366768274149605
2022-03-07,0.9726442848447915,0.9534025926554986
2022-03-08,0.9500454357456496,0.9468353746146844
2022-03-09,1.0554792259238048,0.9580355395381148
2022-03-10,0.9383381741476151,0.9330895353560463
2022-03-11,0.6983015000538886,0.8826085253724224
2022-03-12,0.7107356464061556,0.942622271494376
2022-03-13,0.8886594814731963,0.9356192781819871
2022-03-14,0.8897204938637691,0.9625521518120173
2022-03-15,0.8904208968976984,0.8854326309579736
2022-03-16,0.6819182389124283,0.9398140791438859
2022-03-17,0.9585900791747374,0.9531395673636502
2022-03-18,0.8019423610453114,0.9669781185502575
2022-03-19,0.9042353605289493,0.9810528476725612
2022-03-20,0.8278370024042209,0.9083433697720147
2022-03-21,0.7216138709876713,0.9628359875125878
2022-03-22,0.7500940472055877,0.9687051766971844
2022-03-23,0.8710027380939792,0.9265936140649688
2022-03-24,0.9489157556349107,0.9856721107235569
2022-03-25,0.6405743016201868,0.8797043054696547
2022-03-26,1.0688953402845993,0.7501238953496742
2022-03-27,0.5885520411197541,0.9526383555371895
2022-03-28,0.674245149869585,0.8291958928406442
2022-03-29,0.6530244146281988,0.8606017866883685
2022-03-30,0.8093672032281374,0.5135732941687062
2022-03-31,0.9689316122816176,0.9721532574095071
2022-04-01,0.8780137159290209,0.9257350146649694
2022-04-02,0.6122884613739271,0.860171583690435
2022-04-03,0.7442312875166465,0.8236883940801455
2022-04-04,0.7023364013323669,0.9292611125297925
2022-04-05,0.6831147642115836,0.8880970021229593
2022-04-06,0.9553942774219643,0.9797742803501214
2022-04-07,1.0489613418405292,0.9146516039490918
2022-04-08,0.8452809977960741,0.8266264996742145
2022-04-09,0.781649125295409,0.9336610819490818
2022-04-10,0.6679282591075415,0.9561308203745403
2022-04-11,0.9033866412351101,0.9460712670485739
2022-04-12,0.7060597949285738,0.964068005891174
2022-04-13,0.8046857602228981,0.963853359465138
2022-04-14,0.8885836114462933,0.9822559097750346
2022-04-15,0.6704121317526469,0.9510020537929884
2022-04-16,0.8635716113915803,0.9620959184930449
2022-04-17,0.7209800565028185,0.9279874527733726
2022-04-18,0.7596021735624667,0.8209377234047877
2022-04-19,0.9189111990834872,0.986535274157943
2022-04-20,0.7009873409211692,0.845934246271455
2022-04-21,0.7848671465310821,0.9315839088734778
2022-04-22,0.6540987638571699,0.9615494571943527
2022-04-23,0.8185444078655592,0.9590438387470107
2022-04-24,0.8379905346475474,0.9680342521167624
2022-04-25,0.8662193519311404,0.9327333248682885
2022-04-26,0.9413240683271886,0.960996162002285
2022-04-27,0.8202743065007846,0.8561354423370932
2022-04-28,0.6083015813482213,0.950503524289037
2022-04-29,0.8383099610887564,0.9446209847625123
2022-04-30,0.7377145225016756,0.9482858090693717
2022-05-01,0.7040777811143857,0.939248030116159
2022-05-02,0.6807142400947507,0.9734655104669588
2022-05-03,0.757601669413918,0.8690052283211762
2022-05-04,0.8989514019191088,0.9775910747929324
2022-05-05,0.8797366248627376,0.9295872164492749
2022-05-06,0.8999293902540876,0.9705382231386928
2022-05-07,0.8029971802721554,0.9198206374504857
2022-05-08,0.8373151600822872,0.8237977750420082
2022-05-09,0.7811808301095093,0.7927438583482275
2022-05-10,0.9403295493254578,0.9321809095464417
2022-05-11,0.9485188715851208,0.9837360209671895
2022-05-12,0.7833368177330712,0.9121530753826852
2022-05-13,0.831825959229619,0.9194730880486882
2022-05-14,1.0408948518594756,0.9394550734953623
2022-05-15,0.8917744053501282,0.9470236846397214
2022-05-16,0.7564371812759947,0.9469189577291867
2022-05-17,0.7889596901270398,0.9401292862566287
2022-05-18,0.6217761741951834,0.7307670112195029
2022-05-19,0.9567996543684604,0.982641149826536
2022-05-20,0.724378169009012,0.9404683119005831
2022-05-21,0.8700776008499717,0.8906969169065011
2022-05-22,0.712808424691261,0.9723677959402902
2022-05-23,0.9671740904841409,0.9403783415171559
2022-05-24,0.6885889903630974,0.9282126595922455
2022-05-25,0.8080061230478673,0.9454034156045283
2022-05-26,0.8042034907475605,0.9539924121294957
2022-05-27,0.8748206711309128,0.9581789409041683
2022-05-28,1.0019588318395027,0.962084342231821
2022-05-29,1.0643923297128828,0.9753874126249862
2022-05-30,0.8027405936994987,0.9861481001960042
2022-05-31,1.003604841403608,0.946923058955134
2022-06-01,1.2310381266846044,0.9480550388304004
2022-06-02,1.0119572431164423,0.9708297852214033
2022-06-03,0.8608891276063546,0.8951991839533822
2022-06-04,0.6752820841489313,0.908707454278436
2022-06-05,0.8223533799986086,0.9548176409576571
2022-06-06,0.8440200291540584,0.9443846135344264
2022-06-07,0.7679052892451156,0.9741317163596739
2022-06-08,0.8862140348402305,0.9575772862052933
2022-06-09,0.6562989858555398,0.907138985422599
2022-06-10,0.8241000507969966,0.9698016025577177
2022-06-11,0.9643756401072925,0.9851635586653652
2022-06-12,0.8499530138471764,0.9615710513865071
2022-06-13,1.0561043004815787,0.9813184001431966
2022-06-14,0.9611083426759535,0.9845318230504096
2022-06-15,1.1506242908054318,0.9565744885405681
2022-06-16,1.0598428069523294,0.9681235476952003
2022-06-17,1.0126164803108761,0.9811929685773553
2022-06-18,0.7413362343886712,0.7115117034083402
2022-06-19,0.6837522445279687,0.8371345600906086
2022-06-20,1.0244222964910992,0.9773696950134487
2022-06-21,0.9365955065079952,0.9432168587737954
2022-06-22,0.9934431883278181,0.9119183134222972
2022-06-23,1.1098280398058056,0.9539425743899324
2022-06-24,0.768215199157664,0.9726763500471036
2022-06-25,1.01216875927926,0.9449002131392512
2022-06-26,0.8758700642969314,0.9597083772551496
2022-06-27,0.8646362303221163,0.9576073116908882
2022-06-28,0.8682778628055647,0.9779857262378902
2022-06-29,0.8514380487332981,0.9567133674361634
2022-06-30,1.0320660269640594,0.9740355333579535
2022-07-01,0.8639104568641977,0.9710071941008503
2022-07-02,1.0222824779833648,0.9617777151398764
2022-07-03,0.9028611609238562,0.9810282682301533
2022-07-04,0.9422548388386522,0.9644897940698781
2022-07-05,1.0456553270791606,0.9620743212039428
2022-07-06,0.8247423586054389,0.9835087323245024
2022-07-07,0.84897990461787,0.971207216383233
2022-07-08,0.8312944532853455,0.9631848468378045
2022-07-09,0.7510927737438953,0.9532942758017175
2022-07-10,0.9004084445168296,0.9726904598753838
2022-07-11,0.9458262142388517,0.9815161934933667
2022-07-12,0.8946856786804719,0.977456428810888
2022-07-13,0.997350004024457,0.9667288230858981
2022-07-14,0.7511126445011413,0.9645553091588769
2022-07-15,0.9060766849883648,0.9654628089025395
2022-07-16,1.0584201442024852,0.9694930297382461
2022-07-17,0.9824993439794751,0.9721759725404655
2022-07-18,0.8560562237093683,0.9809771742424277
2022-07-19,0.682150141755576,0.9627132805550989
2022-07-20,0.553569282766046,0.8818055143962706
2022-07-21,0.468446857399258,0.8968043381428973
2022-07-22,0.8036712202564066,0.915458662038532
2022-07-23,0.7215367125680074,0.9262494508996975
2022-07-24,0.6811451183292508,0.8930912282600801
2022-07-25,0.8509106371030907,0.9569531215445962
2022-07-26,1.1859569770253386,0.944397661432493
2022-07-27,1.0740871980453064,0.9661765586564148
2022-07-28,0.7790308262098063,0.9529272711284253
2022-07-29,0.8158447665306584,0.9478836731634958
2022-07-30,1.0865321298381512,0.9609535664711201
2022-07-31,1.074304391707442,0.9757913114098018
2022-08-01,1.0798505923562614,0.9537201166308273
2022-08-02,0.9819726408672103,0.960450824825722
2022-08-03,0.9027720101027752,0.9317530002648442
2022-08-04,0.8362776930862831,0.9672828800598215
2022-08-05,0.8855167498366893,0.951821538166655
2022-08-06,0.8074743222795864,0.9808245209700971
2022-08-07,0.9380276893616063,0.9547436536148648
2022-08-08,0.8083235490595085,0.9654431274116301
2022-08-09,0.8041908085072335,0.9720176767457359
2022-08-10,1.0684280443830139,0.9567448888202159
2022-08-11,1.0890976631652443,0.9689956229492066
2022-08-12,1.0691609226243386,0.9831505975108094
2022-08-13,1.0410335276614413,0.9306664968904487
2022-08-14,0.979841253685681,0.9589567212425837
2022-08-15,0.8892639551990243,0.9582951147050532
2022-08-16,1.0736920733072677,0.9712147532048941
2022-08-17,1.101239860924768,0.9770059870342752
2022-08-18,1.1385295784245797,0.936085718485602
2022-08-19,1.0440188769539203,0.9759939407639499
2022-08-20,1.070393925745361,0.960149928069677
2022-08-21,1.0072568623283655,0.9707981109876076
2022-08-22,1.2047493679577133,0.9808143627415249
2022-08-23,1.184158509762204,0.9722021284173207
2022-08-24,0.9722397287421329,0.9671896209481877
2022-08-25,0.9500853609092152,0.9443800901334556
2022-08-26,0.9402470494982443,0.9614160827416911
2022-08-27,1.156737215804046,0.9596399054766165
2022-08-28,1.09395340453852,0.9506906826132602
2022-08-29,0.9985483893756631,0.9611958536279077
2022-08-30,0.9552394148308728,0.9339440643555155
2022-08-31,1.0710668668949628,0.8964088457929871
2022-09-01,1.0817392757017703,0.9627396323428136
2022-09-02,0.8549118347743689,0.8600472009272514
2022-09-03,1.0785054699663923,0.9454177681697324
2022-09-04,0.8593225539919607,0.9574917513444352
2022-09-05,0.9859230579447041,0.9082722583622757
2022-09-06,0.910759844556497,0.9744296284093811
2022-09-07,0.9200622779317771,0.9557347489375544
2022-09-08,1.0145493754049806,0.9174738326294929
2022-09-09,0.9704260105608985,0.9682832337145024
2022-09-10,0.9135966926825653,0.9861027054746212
2022-09-11,0.9186677747656579,0.9736072691889707
2022-09-12,0.9008062486551652,0.9799329297610426
2022-09-13,0.8442242720520192,0.9617445967060806
2022-09-14,0.9035481845563228,0.9864790732353973
2022-09-15,0.8297175614164155,0.9743236303450835
2022-09-16,1.1171015739983958,0.9850430117198543
2022-09-17,1.0604958624897352,0.9747950618658863
2022-09-18,0.9142024751916589,0.9893930651526956
2022-09-19,1.1804969800099803,0.8823751708769019
2022-09-20,1.2004830747247157,0.9692417819703386
2022-09-21,1.081875332274482,0.9606809232300448
2022-09-22,0.9895602228136041,0.9845696160962174
2022-09-23,0.9917772174754925,0.9680119188784662
2022-09-24,0.9918925521445742,0.9854040761895897
2022-09-25,0.9250865992189443,0.9662517074742939
2022-09-26,0.811160704916411,0.9537365384917229
2022-09-27,0.8737707066514108,0.9546149028625447
2022-09-28,0.7030648081369906,0.9586092522949727
2022-09-29,0.7978186899674153,0.9747679067715013
2022-09-30,0.8046240292459836,0.9808233607381742
2022-10-01,0.6490342122371758,0.8805433533946612
2022-10-02,0.7250894740034073,0.834726452102823
2022-10-03,0.6144233364491138,0.9257435896410517
2022-10-04,0.8614161708460754,0.9568414383510796
2022-10-05,1.0852125100846544,0.9430670013764696
2022-10-06,0.7124850429051396,0.9302070879006121
2022-10-07,0.5390117291423978,0.6832285515679918
2022-10-08,0.7121616580692471,0.9123288096402508
2022-10-09,0.676402951202196,0.9713272868473206
2022-10-10,0.7790173165782979,0.9626553157837632
2022-10-11,0.5993467002170295,0.8338728874093451
2022-10-12,0.8004632478137075,0.8954360728290814
2022-10-13,1.0437834852557666,0.9719161042674024
2022-10-14,0.863887825476654,0.9567988800626178
2022-10-15,0.8685595008547674,0.9452859835204551
2022-10-16,0.7060920887467954,0.9527221735692663
2022-10-17,0.7909816037783794,0.9287811679117342
2022-10-18,0.705827189357295,0.9395430403515098
2022-10-19,0.7683987103940139,0.9733668650171382
2022-10-20,0.7295790141399616,0.9558191555256218
2022-10-21,0.47967164810523366,0.7838990469227843
2022-10-22,0.43576634513920504,0.8038501757285768
2022-10-23,0.9044856161787561,0.9202701597698859
2022-10-24,0.8626392239173017,0.9639858364911185
2022-10-25,0.8442919762100577,0.9490752478035713
2022-10-26,0.9060674895191348,0.9756886310629147
2022-10-27,0.6495932608967785,0.9532652706162674
2022-10-28,0.7875868622919338,0.8407832857604937
2022-10-29,0.5349542564913553,0.829898449825922
2022-10-30,0.5279118615564646,0.7106415631155916
2022-10-31,0.6387015033619352,0.8792900081450172
2022-11-01,0.5984282697172356,0.8978608175693049
2022-11-02,0.48567407134520313,0.731325430652289
2022-11-03,0.36355352546997616,0.8797758926523263
2022-11-04,0.3869916464285935,0.7625192949053202
2022-11-05,0.541282522879968,0.8126574394277163
2022-11-06,0.27493403912112796,0.8328976863352959
2022-11-07,0.3218955876938488,0.8315619352787589
2022-11-08,0.5864503161971892,0.9353883622473728
2022-11-09,0.64035888175384,0.8607805665825264
2022-11-10,0.5950393851720723,0.9320368728446868
2022-11-11,0.6191946210112016,0.8996414326268916
2022-11-12,0.582679330811997,0.6471808957936255
2022-11-13,0.5940307777310447,0.8234796226411865
2022-11-14,0.81169720860368,0.9807504230750966
2022-11-15,1.0701539369041067,0.8529437262456636
2022-11-16,0.8694801993135486,0.9709845459456177
2022-11-17,0.8098911496318214,0.9734098989814088
2022-11-18,0.9707381289118759,0.9505790754981608
2022-11-19,0.8167658605341419,0.9403112065947664
2022-11-20,0.5380096467907077,0.9095541641480726
