Date,Farley 1,Farley 2,Hatch 1,Hatch 2,Vogtle 1,Vogtle 2,Vogtle 3
2022-05-28,100,100,100,97,100,100,0
2022-05-29,100,100,97,100,100,100,0
2022-05-30,100,100,97,100,100,100,0
2022-05-31,100,100,100,97,100,100,0
2022-06-01,100,100,100,100,100,100,0
2022-06-02,100,100,100,100,100,100,0
2022-06-03,100,100,100,100,100,100,0
2022-06-04,100,100,100,100,100,100,0
2022-06-05,100,100,100,100,100,100,0
2022-06-06,100,100,100,100,100,100,0
2022-06-07,100,100,100,100,100,100,0
2022-06-08,100,100,100,100,100,100,0
2022-06-09,100,100,100,100,100,100,0
2022-06-10,100,100,100,100,100,100,0
2022-06-11,100,100,100,100,100,100,0
2022-06-12,100,100,100,100,100,100,0
2022-06-13,100,89,100,100,100,100,0
2022-06-14,100,100,100,100,100,100,0
2022-06-15,100,100,100,100,100,100,0
2022-06-16,100,100,100,100,100,100,0
2022-06-17,100,100,100,100,100,100,0
2022-06-18,100,100,100,100,100,100,0
2022-06-19,100,100,100,100,100,100,0
2022-06-20,100,100,100,100,100,100,0
2022-06-21,100,100,100,100,100,100,0
2022-06-22,100,100,100,100,100,100,0
2022-06-23,100,100,100,100,100,100,0
2022-06-24,100,100,100,100,100,100,0
2022-06-25,100,100,100,100,100,100,0
2022-06-26,100,100,100,100,100,100,0
2022-06-27,100,100,100,100,100,100,0
2022-06-28,100,100,100,100,100,100,0
2022-06-29,100,100,100,100,100,100,0
2022-06-30,100,100,100,100,100,100,0
2022-07-01,100,100,100,100,100,100,0
2022-07-02,100,100,100,100,100,100,0
2022-07-03,100,100,100,100,100,100,0
2022-07-04,100,100,100,100,100,100,0
2022-07-05,100,100,100,100,100,100,0
2022-07-06,100,100,100,100,100,100,0
2022-07-07,100,100,100,100,100,100,0
2022-07-08,100,100,100,100,100,100,0
2022-07-09,100,100,100,100,100,100,0
2022-07-10,100,100,100,100,100,100,0
2022-07-11,100,100,100,100,100,100,0
2022-07-12,100,100,100,100,100,100,0
2022-07-13,100,100,100,100,100,100,0
2022-07-14,100,100,100,100,100,100,0
2022-07-15,100,100,100,100,100,100,0
2022-07-16,100,100,100,100,100,100,0
2022-07-17,100,100,100,100,100,100,0
2022-07-18,100,100,100,100,100,100,0
2022-07-19,100,100,100,100,100,100,0
2022-07-20,100,100,100,100,100,100,0
2022-07-21,100,100,100,100,100,100,0
2022-07-22,100,100,100,100,100,100,0
2022-07-23,100,100,100,100,100,45,0
2022-07-24,100,100,100,100,100,35,0
2022-07-25,100,100,100,100,100,100,0
2022-07-26,100,100,100,100,100,100,0
2022-07-27,100,100,100,100,100,100,0
2022-07-28,100,100,100,100,100,100,0
2022-07-29,100,100,100,100,100,100,0
2022-07-30,100,100,100,100,60,100,0
2022-07-31,100,100,100,100,90,100,0
2022-08-01,100,100,100,100,100,100,0
2022-08-02,100,100,100,100,100,100,0
2022-08-03,100,100,100,100,100,100,0
2022-08-04,0,100,100,100,100,100,0
2022-08-05,0,100,100,100,100,100,0
2022-08-06,20,100,100,100,100,100,0
2022-08-07,48,100,100,100,100,100,0
2022-08-08,100,100,100,100,100,100,0
2022-08-09,100,100,100,100,100,100,0
2022-08-10,100,100,100,100,100,100,0
2022-08-11,100,100,100,100,100,100,0
2022-08-12,100,100,100,100,100,100,0
2022-08-13,100,100,100,100,100,100,0
2022-08-14,100,100,100,100,100,100,0
2022-08-15,100,100,100,100,100,100,0
2022-08-16,100,100,100,99,100,100,0
2022-08-17,100,100,100,100,100,100,0
2022-08-18,100,100,100,100,100,100,0
2022-08-19,100,100,100,100,100,100,0
2022-08-20,100,100,100,100,100,100,0
2022-08-21,100,100,100,100,100,100,0
2022-08-22,97,100,100,100,100,100,0
2022-08-23,97,100,100,100,100,100,0
2022-08-24,100,100,100,100,100,100,0
2022-08-25,100,100,100,100,100,100,0
2022-08-26,100,100,100,100,100,100,0
2022-08-27,100,100,100,100,100,100,0
2022-08-28,100,100,100,100,100,100,0
2022-08-29,97,100,100,100,100,100,0
2022-08-30,96,100,100,100,100,100,0
2022-08-31,95,100,100,100,100,100,0
2022-09-01,94,100,100,100,100,100,0
2022-09-02,93,100,100,100,100,100,0
2022-09-03,93,100,97,100,100,100,0
2022-09-04,93,100,97,100,100,100,0
2022-09-05,90,100,90,100,100,100,0
2022-09-06,89,100,100,100,100,100,0
2022-09-07,88,100,100,100,100,100,0
2022-09-08,88,100,100,100,100,100,0
2022-09-09,86,100,100,100,100,100,0
2022-09-10,86,100,100,96,100,100,0
2022-09-11,84,100,100,90,100,100,0
2022-09-12,84,100,100,100,100,100,0
2022-09-13,82,100,100,96,100,100,0
2022-09-14,82,100,100,100,100,100,0
2022-09-15,81,100,100,100,100,100,0
2022-09-16,80,100,100,100,100,100,0
2022-09-17,79,100,100,100,100,100,0
2022-09-18,61,100,100,100,100,100,0
2022-09-19,0,100,100,100,100,100,0
2022-09-20,0,100,100,100,100,100,0
2022-09-21,0,100,100,100,100,100,0
2022-09-22,0,100,100,100,100,100,0
2022-09-23,0,100,100,100,100,100,0
2022-09-24,0,100,100,100,100,100,0
2022-09-25,0,100,100,100,100,100,0
2022-09-26,0,100,100,100,100,100,0
2022-09-27,0,100,100,100,100,100,0
2022-09-28,0,100,100,100,100,100,0
2022-09-29,0,100,100,100,100,100,0
2022-09-30,0,100,100,100,100,100,0
2022-10-01,0,100,100,100,100,100,0
2022-10-02,0,100,100,100,100,100,0
2022-10-03,0,100,100,100,100,100,0
2022-10-04,0,100,100,100,100,100,0
2022-10-05,0,100,100,100,100,100,0
2022-10-06,0,100,100,100,100,100,0
2022-10-07,0,100,100,100,100,100,0
2022-10-08,0,100,100,100,100,100,0
2022-10-09,0,100,100,100,100,100,0
2022-10-10,0,100,100,0,100,100,0
2022-10-11,0,100,100,0,100,100,0
2022-10-12,0,100,100,0,100,100,0
2022-10-13,0,100,100,0,100,100,0
2022-10-14,0,100,100,0,100,100,0
2022-10-15,0,100,100,1,100,100,0
2022-10-16,0,100,100,7,100,100,0
2022-10-17,0,100,100,52,100,100,0
2022-10-18,0,100,100,93,100,100,0
2022-10-19,0,100,100,100,100,100,0
2022-10-20,0,100,100,100,100,100,0
2022-10-21,0,100,100,100,100,100,0
2022-10-22,0,100,100,100,100,100,0
2022-10-23,0,100,100,100,100,100,0
2022-10-24,0,100,100,100,100,100,0
2022-10-25,0,100,100,100,100,100,0
2022-10-26,0,100,100,100,100,100,0
2022-10-27,0,100,100,100,100,100,0
2022-10-28,0,100,100,100,100,100,0
2022-10-29,0,100,100,100,100,100,0
2022-10-30,0,100,100,100,100,100,0
2022-10-31,0,100,100,100,100,100,0
2022-11-01,0,100,100,100,100,100,0
2022-11-02,0,100,100,100,100,100,0
2022-11-03,0,100,100,100,100,100,0
2022-11-04,0,100,100,100,100,100,0
2022-11-05,0,100,100,100,100,100,0
2022-11-06,0,100,100,100,100,100,0
2022-11-07,0,100,100,100,100,100,0
2022-11-08,0,100,100,100,100,100,0
2022-11-09,0,100,100,100,100,100,0
2022-11-10,0,100,100,100,100,100,0
2022-11-11,0,100,100,100,100,100,0
2022-11-12,0,100,100,100,100,100,0
2022-11-13,0,100,100,100,100,100,0
2022-11-14,0,100,100,100,100,100,0
2022-11-15,0,100,100,100,100,100,0
2022-11-16,0,100,100,100,100,100,0
2022-11-17,0,100,100,100,100,100,0
2022-11-18,0,100,100,100,100,100,0
2022-11-19,0,100,100,100,100,100,0
2022-11-20,0,100,97,100,100,100,0
2022-11-21,0,100,100,100,100,100,0
2022-11-22,0,100,100,90,100,100,0
2022-11-23,0,100,100,100,100,100,0
2022-11-24,0,100,100,100,100,100,0
2022-11-25,0,100,100,100,100,100,0
2022-11-26,0,100,100,100,100,100,0
2022-11-27,0,100,100,100,92,100,0
2022-11-28,0,100,100,100,100,100,0
2022-11-29,0,100,100,100,100,100,0
2022-11-30,0,100,100,99,100,100,0
2022-12-01,0,100,100,99,97,100,0
2022-12-02,0,100,100,99,100,100,0
2022-12-03,0,100,100,97,100,100,0
2022-12-04,0,100,100,98,100,100,0
2022-12-05,0,100,100,98,100,100,0
2022-12-06,0,100,100,97,100,100,0
2022-12-07,0,100,100,97,100,100,0
2022-12-08,0,100,100,97,100,100,0
2022-12-09,0,100,100,96,100,100,0
2022-12-10,0,100,100,96,100,100,0
2022-12-11,0,100,100,96,100,100,0
2022-12-12,0,100,100,95,100,100,0
2022-12-13,0,100,100,95,100,100,0
2022-12-14,0,100,100,95,100,100,0
2022-12-15,0,100,100,99,100,100,0
2022-12-16,0,100,100,99,100,100,0
2022-12-17,0,100,100,99,100,100,0
2022-12-18,0,100,100,98,100,100,0
2022-12-19,0,100,100,98,100,100,0
2022-12-20,0,100,100,98,100,100,0
2022-12-21,0,100,100,98,100,100,0
2022-12-22,1,100,100,98,100,100,0
2022-12-23,14,100,100,98,100,100,0
2022-12-24,18,100,100,98,100,100,0
2022-12-25,50,100,100,97,100,100,0
2022-12-26,92,100,100,97,100,100,0
2022-12-27,100,100,100,97,100,100,0
2022-12-28,100,100,100,96,100,100,0
2022-12-29,100,100,100,96,100,100,0
2022-12-30,100,100,100,96,100,100,0
2022-12-31,100,100,100,95,100,100,0
2023-01-01,100,100,100,95,100,100,0
2023-01-02,100,100,100,95,100,100,0
2023-01-03,100,100,100,94,100,100,0
2023-01-04,100,100,100,94,100,100,0
2023-01-05,100,100,100,94,100,100,0
2023-01-06,100,100,100,93,100,100,0
2023-01-07,100,100,100,93,100,100,0
2023-01-08,100,100,100,93,100,100,0
2023-01-09,100,100,100,93,100,100,0
2023-01-10,100,100,100,93,100,100,0
2023-01-11,100,100,100,92,100,100,0
2023-01-12,100,100,100,92,100,100,0
2023-01-13,100,100,100,92,100,100,0
2023-01-14,100,100,100,91,100,100,0
2023-01-15,100,100,100,91,100,100,0
2023-01-16,100,100,100,91,100,100,0
2023-01-17,100,100,100,90,100,100,0
2023-01-18,100,100,100,89,100,100,0
2023-01-19,100,100,100,89,100,100,0
2023-01-20,100,100,100,82,100,100,0
2023-01-21,100,100,100,86,100,100,0
2023-01-22,100,100,100,87,100,100,0
2023-01-23,100,100,100,86,100,100,0
2023-01-24,100,100,97,86,100,100,0
2023-01-25,100,100,97,86,100,100,0
2023-01-26,100,100,100,86,100,100,0
2023-01-27,100,100,100,86,100,100,0
2023-01-28,100,100,100,86,100,100,0
2023-01-29,100,100,100,0,100,100,0
2023-01-30,100,100,100,0,100,100,0
2023-01-31,100,100,100,0,100,100,0
2023-02-01,100,100,100,0,100,100,0
2023-02-02,0,100,100,0,100,100,0
2023-02-03,0,100,100,0,100,100,0
2023-02-04,0,100,100,0,100,100,0
2023-02-05,60,100,100,0,100,100,0
2023-02-06,99,100,100,0,100,100,0
2023-02-07,100,100,100,0,100,100,0
2023-02-08,100,100,100,0,100,100,0
2023-02-09,100,100,100,0,100,100,0
2023-02-10,100,100,100,0,100,100,0
2023-02-11,100,100,100,0,100,100,0
2023-02-12,100,100,100,0,100,100,0
2023-02-13,100,100,100,0,100,100,0
2023-02-14,100,100,100,0,100,100,0
2023-02-15,100,100,100,0,100,100,0
2023-02-16,100,100,100,0,100,100,0
2023-02-17,100,100,100,0,100,100,0
2023-02-18,100,100,100,0,100,100,0
2023-02-19,100,100,100,0,100,100,0
2023-02-20,100,100,100,0,100,100,0
2023-02-21,100,100,100,0,100,100,0
2023-02-22,100,100,100,0,99,100,0
2023-02-23,100,100,100,0,99,100,0
2023-02-24,100,100,100,0,99,100,0
2023-02-25,100,100,100,0,98,100,0
2023-02-26,100,100,100,0,97,100,0
2023-02-27,100,100,100,20,97,100,0
2023-02-28,100,100,100,18,95,100,0
2023-03-01,100,100,100,17,95,100,0
2023-03-02,100,100,100,34,95,100,0
2023-03-03,100,100,100,54,92,100,0
2023-03-04,100,100,100,96,90,100,0
2023-03-05,100,100,100,98,0,100,0
2023-03-06,100,100,100,100,0,100,0
2023-03-07,100,100,100,100,0,100,0
2023-03-08,100,100,100,100,0,100,0
2023-03-09,100,100,100,100,0,100,4
2023-03-10,100,100,100,100,0,100,9
2023-03-11,100,100,100,100,0,100,18
2023-03-12,100,100,91,79,0,100,18
2023-03-13,100,100,100,100,0,100,18
2023-03-14,100,100,100,100,0,100,18
2023-03-15,100,100,100,100,0,100,18
2023-03-16,100,100,100,100,0,100,0
2023-03-17,100,100,100,100,0,100,0
2023-03-18,100,100,100,100,0,100,0
2023-03-19,100,100,100,100,0,100,0
2023-03-20,100,100,100,100,0,100,0
2023-03-21,100,100,100,100,0,100,18
2023-03-22,100,100,100,100,0,100,18
2023-03-23,100,100,100,100,0,100,18
2023-03-24,100,100,100,100,0,100,18
2023-03-25,100,100,100,100,0,100,18
2023-03-26,100,100,100,100,0,100,17
2023-03-27,100,100,100,100,0,100,18
2023-03-28,100,100,100,100,0,100,18
2023-03-29,100,100,100,100,0,100,18
2023-03-30,100,100,100,20,0,100,18
2023-03-31,100,100,100,71,42,100,18
2023-04-01,100,100,100,0,83,100,18
2023-04-02,100,100,100,0,100,100,25
2023-04-03,100,100,100,62,100,100,25
2023-04-04,100,100,100,94,100,100,25
2023-04-05,100,100,100,100,100,100,25
2023-04-06,100,100,100,100,100,100,25
2023-04-07,100,100,100,100,100,100,25
2023-04-08,100,100,100,100,100,100,25
2023-04-09,100,100,100,100,100,100,0
2023-04-10,100,99,100,100,100,100,0
2023-04-11,100,100,100,100,100,100,0
2023-04-12,100,100,100,100,100,100,0
2023-04-13,100,100,100,100,100,100,0
2023-04-14,100,100,100,100,100,100,0
2023-04-15,100,100,100,100,100,100,0
2023-04-16,100,100,100,100,100,100,15
2023-04-17,100,100,100,100,100,100,34
2023-04-18,100,100,100,100,100,100,49
2023-04-19,100,100,100,100,100,100,48
2023-04-20,100,100,100,100,100,100,46
2023-04-21,100,100,100,100,100,100,49
2023-04-22,100,100,100,100,100,100,29
2023-04-23,100,100,100,100,100,100,50
2023-04-24,100,100,100,100,100,100,51
2023-04-25,100,100,100,100,100,100,51
2023-04-26,100,100,100,100,100,100,52
2023-04-27,100,100,100,100,100,100,51
2023-04-28,100,100,100,100,100,100,51
2023-04-29,100,100,100,100,100,100,50
2023-04-30,100,100,100,100,100,100,50
2023-05-01,100,100,100,100,100,100,50
2023-05-02,100,100,100,100,100,100,0
2023-05-03,100,100,100,100,100,100,0
2023-05-04,100,100,100,100,100,100,0
2023-05-05,100,100,100,100,100,100,0
2023-05-06,100,100,100,100,100,100,0
2023-05-07,100,100,100,100,100,100,0
2023-05-08,100,100,100,100,100,100,0
2023-05-09,100,100,100,100,100,100,0
2023-05-10,100,100,100,100,100,100,0
2023-05-11,100,100,100,100,100,100,0
2023-05-12,100,100,100,100,100,100,0
2023-05-13,100,100,79,100,100,100,0
2023-05-14,100,100,95,100,100,100,0
2023-05-15,100,100,100,100,100,100,0
2023-05-16,100,100,100,100,100,100,0
2023-05-17,100,100,100,100,100,100,15
2023-05-18,100,100,100,100,100,100,45
2023-05-19,100,100,60,100,100,100,75
2023-05-20,100,100,0,100,100,100,75
2023-05-21,100,100,0,100,100,100,75
2023-05-22,100,100,0,100,100,100,75
2023-05-23,100,100,22,100,100,100,80
2023-05-24,100,100,50,100,100,100,90
2023-05-25,100,100,97,100,100,100,90
2023-05-26,100,100,100,100,100,100,90
2023-05-27,100,100,100,100,100,100,98
2023-05-28,100,100,100,100,100,100,98
2023-05-29,100,100,100,100,100,100,100
2023-05-30,100,100,100,100,100,100,100
2023-05-31,100,100,100,100,100,100,100
2023-06-01,100,100,100,100,100,100,98
2023-06-02,100,100,100,100,100,100,100
2023-06-03,100,70,100,100,100,100,100
2023-06-04,100,100,100,100,100,100,77
2023-06-05,100,100,100,100,100,100,100
2023-06-06,100,100,100,100,100,100,98
2023-06-07,100,100,100,100,100,100,0
2023-06-08,100,100,100,100,100,100,18
2023-06-09,100,100,100,100,100,100,32
2023-06-10,100,100,100,100,100,100,51
2023-06-11,100,100,100,100,100,100,0
2023-06-12,100,100,100,100,100,100,0
2023-06-13,100,100,100,100,100,100,0
2023-06-14,100,0,91,100,100,100,0
2023-06-15,100,0,100,100,100,100,0
2023-06-16,100,0,100,100,100,100,0
2023-06-17,100,0,100,100,100,100,0
2023-06-18,100,0,100,100,100,100,0
2023-06-19,100,0,100,100,100,100,0
2023-06-20,100,30,100,100,100,100,0
2023-06-21,100,97,100,100,100,100,0
2023-06-22,100,100,100,100,100,100,0
2023-06-23,100,100,100,100,100,100,0
2023-06-24,100,100,100,100,0,100,0
2023-06-25,100,100,100,100,0,100,0
2023-06-26,100,100,100,100,0,100,0
2023-06-27,100,100,100,100,0,100,0
2023-06-28,100,100,100,100,0,100,0
2023-06-29,100,100,100,100,100,100,0
2023-06-30,100,100,100,100,100,100,0
2023-07-01,100,100,100,100,100,100,0
2023-07-02,100,100,100,100,100,100,0
2023-07-03,100,100,100,100,100,100,0
2023-07-04,100,100,100,100,100,100,0
2023-07-05,100,100,100,100,100,100,0
2023-07-06,100,100,100,100,100,100,0
2023-07-07,100,100,100,100,100,100,15
2023-07-08,100,100,100,100,100,100,15
2023-07-09,100,100,100,100,100,100,60
2023-07-10,100,100,100,100,100,100,0
2023-07-11,100,100,100,100,100,100,0
2023-07-12,100,100,100,100,100,100,0
2023-07-13,100,100,100,100,100,100,0
2023-07-14,100,100,100,100,100,100,0
2023-07-15,100,100,100,100,100,100,15
2023-07-16,100,100,100,100,100,100,0
2023-07-17,100,100,100,100,100,100,0
2023-07-18,100,100,100,100,100,100,0
2023-07-19,100,100,100,100,100,100,17
2023-07-20,100,100,100,100,100,100,17
2023-07-21,100,100,100,100,100,100,51
2023-07-22,100,100,100,100,100,100,0
2023-07-23,100,100,100,100,100,100,0
2023-07-24,100,100,100,100,100,100,0
2023-07-25,100,100,100,100,100,100,0
2023-07-26,100,100,100,100,100,100,25
2023-07-27,100,100,100,100,100,100,46
2023-07-28,100,100,100,100,100,100,98
2023-07-29,100,100,100,100,100,100,100
2023-07-30,100,100,100,100,100,100,100
2023-07-31,100,100,100,100,100,100,100
2023-08-01,100,100,100,100,100,100,100
2023-08-02,100,100,65,100,100,100,100
2023-08-03,100,100,70,100,100,100,100
2023-08-04,100,100,70,100,100,100,100
2023-08-05,100,100,70,100,100,100,100
2023-08-06,100,100,70,100,100,100,100
2023-08-07,100,100,70,100,100,100,100
2023-08-08,100,100,70,100,100,100,100
2023-08-09,100,100,70,100,100,100,100
2023-08-10,100,100,99,100,100,100,100
2023-08-11,100,100,100,100,100,100,100
2023-08-12,100,100,100,100,100,100,100
2023-08-13,100,100,100,100,100,100,100
2023-08-14,100,100,94,100,100,100,100
2023-08-15,100,100,94,100,100,100,100
2023-08-16,100,100,89,100,100,100,100
2023-08-17,100,100,100,100,100,100,100
2023-08-18,100,100,100,100,100,100,100
2023-08-19,100,100,100,100,100,100,100
2023-08-20,100,100,100,100,100,100,100
2023-08-21,100,100,100,100,100,100,100
2023-08-22,100,100,100,100,100,100,100
2023-08-23,100,100,100,100,0,100,100
2023-08-24,100,100,100,100,0,100,100
2023-08-25,100,100,100,100,40,99,100
2023-08-26,100,100,100,100,53,99,100
2023-08-27,100,100,100,100,49,97,100
2023-08-28,100,100,100,100,52,96,100
2023-08-29,100,100,100,100,82,96,100
2023-08-30,100,100,100,100,100,95,100
2023-08-31,100,100,100,100,100,94,100
2023-09-01,100,100,100,100,100,93,100
2023-09-02,100,100,100,100,100,91,100
2023-09-03,100,100,100,100,100,91,100
2023-09-04,100,100,100,100,100,90,100
2023-09-05,100,100,100,100,100,89,100
2023-09-06,100,100,100,100,100,88,100
2023-09-07,100,100,100,100,100,87,100
2023-09-08,100,100,100,100,100,86,100
2023-09-09,100,100,100,100,100,86,100
2023-09-10,100,100,100,99,100,0,100
2023-09-11,100,100,100,100,100,0,100
2023-09-12,100,100,100,100,100,0,100
2023-09-13,100,100,100,100,100,0,100
2023-09-14,100,100,100,100,100,0,100
2023-09-15,100,100,100,100,100,0,100
2023-09-16,100,100,100,100,100,0,100
2023-09-17,100,100,100,100,100,0,100
2023-09-18,100,100,100,100,100,0,100
2023-09-19,100,100,100,100,100,0,100
2023-09-20,100,100,100,100,100,0,100
2023-09-21,100,100,100,100,100,0,100
2023-09-22,100,100,100,100,100,0,100
2023-09-23,100,100,100,100,100,0,100
2023-09-24,100,100,100,100,100,0,100
2023-09-25,100,100,100,100,100,0,100
2023-09-26,100,98,100,100,100,0,100
2023-09-27,100,98,100,100,100,0,100
2023-09-28,100,97,100,100,100,0,100
2023-09-29,100,96,100,100,100,0,100
2023-09-30,100,95,100,100,100,0,100
2023-10-01,100,93,100,100,100,40,100
2023-10-02,100,93,100,100,100,70,100
2023-10-03,100,92,100,100,100,95,100
2023-10-04,100,90,100,100,100,100,100
2023-10-05,100,90,100,100,100,100,100
2023-10-06,100,89,100,100,100,100,100
2023-10-07,100,87,100,100,100,100,100
2023-10-08,100,67,100,100,100,100,100
2023-10-09,100,0,100,100,100,100,100
2023-10-10,100,0,100,100,100,100,100
2023-10-11,100,0,100,100,100,100,100
2023-10-12,100,0,100,100,100,100,100
2023-10-13,100,0,100,100,100,100,100
2023-10-14,100,0,100,100,100,100,100
2023-10-15,100,0,100,100,100,100,100
2023-10-16,100,0,100,100,100,100,100
2023-10-17,100,0,100,100,100,100,100
2023-10-18,100,0,100,100,100,100,100
2023-10-19,100,0,100,100,100,100,100
2023-10-20,100,0,100,100,100,100,100
